start,end,text
2173.702,2177.665,"And so I'm like, I don't need to pity this guy."
2177.905,2178.385,He'll be fine.
2178.405,2179.386,And he's a good actor and all that.
2179.846,2182.488,"And so, but it got me thinking about Ghostbusters in general."
2183.009,2189.774,"And some of the stuff that I love about it is how much, and maybe this is why it works."
2191.229,2199.698," from a script standpoint as a comedy with major special effects, supernatural undertones, and even at the end when the laughs are not quite as big."
2202.27,2223.687, the character of peter bankman is such a such an unusual character keen pretty much never he doesn't have a single line that i'm aware of a single line that is not glib and funny and making a wisecrack now that now bill murray will sometimes give a facial expression that says i understand the circumstances
2224.827,2237.322, but he never has a line that that says okay enough joking let's get to it he even said like even when he's calling when he when he first sees the dana barrett as a going we were is possessed
2238.59,2265.018, and he calls back to you know the other ghostbusters and says like hey here's the situation the way he phrases it is like it would appear the goes is uh... putting the moves on my would be girlfriend it's just like you're concerned for her right and he is but that's the thing is the film is so committed to being a comedy that in any other circumstances when the when the characters be like all right look we're all gonna die so let's stop making jokes
2265.618,2266.9," The film's like, we're not going to do that."
2266.92,2267.861,We're going to do something else.
2268.001,2270.424,And that's why it works as a comedy.
2270.805,2275.751,"And somehow it makes the special effects, I don't know."
2277.693,2281.799,They have more power when they're not calling attention solely to themselves.
2282.895,2283.855, Does that make any sense at all?
2283.895,2288.136,"Like, if it's just, if it's like, okay, we've had the comedy, now it's time for the effects."
2288.496,2294.057,"It's like, no, the comedy is still going to be here and that makes the effect, it makes everything in the proper proportion."
2294.738,2305.3,"And that's why I think it's certainly first and foremost a comedy, but there are, speaking as somebody who was raised in the church, I still know plenty of people who like, I wasn't comfortable with, I don't necessarily,"
2305.66,2311.984," agree with these people, but they're like, I don't, I don't, I don't feel comfortable watching that, that movie, all this demonic stuff."
2312.004,2313.244,"And I was like, it's a comedy."
2313.825,2314.045,What?
2315.045,2320.989,"But that's the thing for some, for some people, like they do such a good job of evoking, like, like that first scene, it's genuinely frightening."
2322.189,2330.314,"They do such a good job with that, that I guess for some people, it's just as much a, not necessarily a horror movie, but just as much a supernatural thing as it is a comedy."
2330.594,2330.714,Yeah.
2331.94,2334.263," I spent way too much time talking about Ghostbusters, I apologize."
2334.343,2348.8,"The thing you talk about when things getting serious, it's why as much as there are a lot of things about Martin Brest's Beverly Hills Cop that I like a lot,"
2350.262,2364.863," Climactic shootout is just a bummer because there's like yeah, there's no jokes in it and Martin breast is not a director of action It's a really stodgy and boring shootout and you kind of like I"
2366.531,2380.241, uh... i guess forget that it's supposed to be a comedy and you and you lose and so for all the all the grace of the best action thing that happens in beverly hills copies the opening with the runaway truck uh... and then from there it's tell downhill action wise and so that
2382.042,2401.827," As successful and popular as Beverly Hills Cop is I don't think it is I mean successful financially I don't think it is a successful hybrid whereas Eddie Murphy does star in one of the all-time most successful action-comedy hybrids for me, which is Forty-Eight Hours, which is a movie that Seems to come up on this podcast a lot."
2402.067,2403.428,Well from you because I haven't seen it.
2403.888,2409.149,I I love it You gotta see I know I'm a fan of Nick Nolte and I feel like I would I would like that a lot.
2409.169,2409.189,I
2409.48,2429.697, it you know what we've always for five years and almost been doing this podcast and we've talked so often about lead releasing a special features like our own personal commentary tracks and for like movies that come up a lot we should still do that and i think forty hours should be on the list because it is a movie that i love uh... that's that's one that works and uh...
2432.026,2451.952, uh... i think we because it's from uh... uh... an action director and he just like uh... you know he uh... he told eddie murphy he wasn't making a comedy he just uh... let them in eddie murphy at that time was at the top of his game and i couldn't help being funny if occasionally a vile homophobe
2452.713,2467.092, um but uh so he made he made it an action movie first and i think that was um that was a good choice that that he made because that was that's where he was comfortable and so
2468.76,2483.114, it isn't one of those movies like Beverly Hills Cop who's where it's like okay this is a comedy scene this is Eddie Murphy and Bronson Pinchot and then this is an action scene with a runaway truck you know it not going back and forth it's a it's pretty much an action film throughout with jokes now the
2484.495,2511.095, before I before I let you clear something to say I also want to bring up the single greatest action comedy of all time and maybe one of the most successful genre hybrids of all time one of the funniest movies of all time for me midnight run oh yeah that one almost doesn't need to be in this conversation because it's like you know what there's no way to analyze it they just did it they made the perfect action comedy
2511.721,2520.79," Yeah, and I guess this leads into what I was going to say, which is actually more of a question that might change, I don't know, might change the direction of the conversation a little bit."
2522.131,2532.901,"You know, you mentioned that, you know, Forty-Eight Hours or Beverly Hills Cop is like first and foremost, it's this genre and then it maybe doesn't work that way, but that like"
2534.184,2539.647," In talking about a lot of these movies, it can be described, they are first and foremost this."
2539.787,2544.269,They are maybe sixty to seventy percent this genre with thirty percent this genre.
2547.808,2564.187," And so part of me feels like, well, maybe that's why they're so easily categorized this way, even if some of us who—this is going to sound really pompous, I apologize—some of us who attempt to take a more nuanced look at"
2565.308,2570.269," genre and that sort of thing, would be quick to say like, wait, that's a comedy?"
2570.309,2571.33,What about this scene?
2571.77,2572.65,Or what about that?
2572.93,2574.37,"It's like, well, you got to put it somewhere."
2575.811,2579.392,"And if it's mostly a comedy with this dramatic scene, then it's mostly a comedy."
2580.932,2587.074,And so can you think of any off the top of your head that are fifty-fifty?
2587.094,2591.015,"And I don't mean the movie Fifty-Fifty, which from what I understand is a pretty good drama comedy."
2591.317,2612.871, uh... i mean uh... i think i have a really do think midnight run works uh... as as both right and and forty hours but i think for hours is probably sixty forty but in both in both instances i'm sorry interrupts again but uh... in both instances i wonder if
2613.925,2622.408," They're comedies, they're action movies, but even before those, because those strike the proper balance, it's a buddy movie."
2623.468,2630.29,"And in focusing on character, this is a side note."
2631.47,2637.772,"So we've been talking recently a lot about formalism as something that you, how you approach film."
2638.472,2643.574,And so that immediately made me look inward and think that I'm not doing something right.
2644.174,2649.438," And, uh, but it got me, you know, I, as listeners know, I'm more of a character person."
2649.498,2652.359,I'm more of a drama and screenwriting.
2652.5,2654.501,Not that I can't appreciate formalism.
2654.601,2659.384,"I enjoyed drive, even if you didn't, which you're, you're not liking drive."
2659.684,2661.685,"I don't want to get, we'll get into this later."
2661.705,2663.066,It makes so little sense to me.
2664.127,2665.228, That's a formless dream.
2665.248,2673.812,It introduced like the term structuralism because I think that might be more actually... because the thing is I don't appreciate good form on its own.
2673.872,2679.034,If I did I would like drive more than I did and maybe I wouldn't even hate shame as much as I did.
2682.616,2684.757,But when the form... because
2686.818,2689.82, Film is a four-dimensional art.
2690.24,2692.122,It takes place over a certain amount of time.
2692.182,2695.724,So just because it's a bunch of beautiful images isn't enough for me.
2695.824,2700.888,"To me, I appreciate the form when it is used to convey the entire piece."
2700.988,2713.976,"Be it a story, or be it an emotion, or be it whatever the filmmaker is trying to get across, I like the form as... So you don't like a divorced of context, which I think many people who said form... It's like, the editing is wonderful."
2713.996,2715.978,"Yeah, but did you care about anything happening?"
2716.798,2737.066, in it yeah and that's and that's maybe why i've um okay so structuralist is what we're saying has more to do my understanding is using um the way that the piece is put together to illustrate the the the themes or motifs or or what have you okay so some blend of formalism and structuralism is maybe how i
2737.606,2744.389," Well, if that's the case, I think I'm actually, I would not say I am a structuralist, but I do kind of lean more towards that."
2746.11,2761.037,"But one thing that I've come to really embrace as I've looked inward and come out of the self-condemnation is the, this realization is like character can be such a powerful thing."
2762.638,2768.805, That we are if we have good enough characters written well enough and there's enough there and they're played.
2768.866,2775.594,"Well, that's another big thing Then they really do they are our anchor and"
2776.972,2780.795, Even and they are I use this on more than one lesson recently.
2781.135,2783.857,They are the constant in a movie full of variables.
2784.117,2797.466,"They give us something to hold on to and that is why by the way, I think the new Star Wars movies don't work and the old ones do because we have someone like Han Solo and Luke Skywalker people that are way closer to us that who we can understand."
2797.506,2801.769,"Whereas by the time, you know Qui-Gon Jinn already has got it all worked out."
2802.569,2806.292,"And so and why the Matrix works by the way, but anyway,"
2807.432,2833.518, something like midnight run it can have action sequences and then it can have goofy jokes because it is grounded anchored by strong characters that's what it's a buddy movie first and I think any I would say almost any film that attempts to explore genres you know different genres and in one film I think
2834.787,2841.413," If they work, it is probably because the characters serve as our guide."
2841.793,2844.095,They inform how we react to things.
2844.455,2851.081,"I mean, I'm looking at my list here and I'll go back to Ghostbusters as opposed to Evolution."
2852.662,2855.425,I forgot David Duchovny was in it until you just said it.
2855.845,2858.468, I remembered Orlando Jones but that was basically it.
2858.488,2859.328,"There's also, is it Julianne Moore?"
2859.389,2859.629,Is she in it?
2873.92,2895.24, like i don't i don't know any of those characters i don't have a strong sense of them i have a strong sense of peter ray egon winston lewis slimer uh... janine like that's a that's a long run uh... dana like i that's a long roster of characters with marinas that's lewis so right and so um...
2896.201,2916.25, like i know i know them by name you know as opposed to oh the actor who played this what's the name of david de keviny's character in evolution who knows who cares i bet even he couldn't tell you and that's not that's that's not a function of him that's a function of it being written poorly and so with those strong characters in ghostbusters
2917.395,2938.62," I would've gone with them really, they could've introduced like, I mean there's seeds of romance in there, there's horror, there's comedy, like they could've added in probably a few more, a few more genres and I still would've gone along with them and been on board all the way because I was with, I got such a strong sense of who these characters were."
2939.4,2944.481,"Yeah, that's why I think the thing I'm gonna come back to is that trying to make them one thing or another"
2948.168,2959.554," Or just limit them to the hybrid probably hurts your ability to, I guess, be critical of them or analyze them."
2959.734,2966.157,"We've been talking, pretty much every hybrid, I think every hybrid we've talked about so far has included comedy."
2966.398,2968.859,I think there's two reasons why that's the biggest hybrid.
2971.04,2972.101,I think because
2974.452,2983.374," A, it goes along with genres well because comedy, like action and like horror, benefits from a heightened reality."
2986.155,3000.878,"But also because I think that, this will go to something we've talked about so many times, that most of the best dramas, both film and TV, have plenty of funny stuff in them."
3001.118,3003.861," You know, Goodfellas is the example we usually go to."
3003.941,3006.843,And Sopranos is the TV version of that.
3007.084,3009.546,"Yeah, but also Deadwood, one of the funniest shows ever on TV."
3009.566,3010.807,Even The Wire is pretty funny.
3010.827,3010.907,Yeah.
3015.703,3032.758, you know uh... that those aren't part of his comedies but they're they're hilarious and it did what has big laughs in every episode now uh... and i think that's because that's that i think the best sort of storytellers especially if there's that they're trying to it
3034.059,3037.462," like, capture any sense of verisimilitude, understand that life is funny."
3038.282,3040.384,"You laugh, you probably laugh at least once a day."
3040.404,3041.124,Yeah.
3041.545,3042.345,At something.
3042.465,3043.386,"I, you know, I hope you do."
3044.547,3054.033,"And that's the thing is, like you mentioned, comedy benefits from a heightened reality, but it's interesting because comedy also helps to sell a stark realism."
3054.114,3054.994,"Yeah, exactly."
3055.034,3055.294,"You know, I"
3057.932,3067.962, I'm gonna come back to it because never mind why but um shame movie I really didn't like recently I really didn't like mm-hmm That's a big part of it.
3068.042,3081.015,"It's not it's not funny, and I think maybe you haven't seen it yet No, yeah like I think James Badge Dale bless his heart as an actor is trying to bring something some of that to it and his character is Michael Fassbender's boss and"
3081.235,3082.296, Do you know who James Badgedale is?
3082.316,3083.178,"I don't, actually."
3083.238,3085.801,I don't know what... I'm not sure what movies he's done.
3086.221,3090.086,"I know him from Rubicon, the TV show, and I guess he was also on The Pacific, which I didn't see."
3092.369,3093.37,Was he in Three Ten to Yuma?
3094.151,3094.472,I don't know.
3094.552,3094.772,Was he?
3095.407,3111.832, yes i believe so i think he was the representative of uh... the rail what the railroad okay uh... i think so i'm not a hundred percent but i think that's it uh... i did watching shame i thought i'd i'd felt bad for james badge does an actor because he's
3114.093,3140.734, have you ever been like in a conversation it's you and two other people and they are not having it conversationally and all you want to do is like break the ice and like trying to make things comfortable and like you're trying to talk to them and you're trying to get everyone to be on the same page like that's what i feel like james badger dale was doing he's like trying to make this movie bearable well and you know having not seen the film like
3142.125,3145.267, I have been in those circumstances where I'm trying to make everything a little better.
3145.547,3146.168,Here's what I do.
3146.548,3147.349,I make a joke.
3148.71,3152.192,There's a reason that you'll find comic relief in every genre.
3152.632,3158.536,"Because we look for that release, not merely in the film, in life we look for that release."
3158.556,3159.977,We went to Halloween Horror Nights.
3162.819,3186.057, uh-huh and I'm I don't consider myself to be easily frightened but I was on edge because everything's are constantly jumping out at you and it's startling that's the nature of what it is and so I found myself making jokes because it it and if I was tense I'm less tense now it relieves the tension and that's why comedy can go with
3186.918,3188.319, pretty much every genre.
3189.02,3193.623,"I mean, I guess drama could too, but I think drama isn't really a genre."
3193.663,3196.665,"It's just, I think, a natural default of any situation."
3197.146,3203.11,"But that's why if you find any hybrid, chances are comedy is in there somewhere."
3205.922,3228.585, but yeah but i do want to uh... we should move on to because we got out of town another another example of something that does it does it right and maybe does fifty-fifty or maybe it's thirty three thirty three thirty three of them uh... the princess bride no and that's it's really no it's not even thirty three thirty three thirty three is one hundred percent action film one hundred percent a comedy in one hundred percent a fantasy
3229.185,3252.781, and one of the love story yeah i want to lose four things all at the same time and it doesn't ever have to switch off but i got that blu-ray for christmas where the president no i got a great girlfriend yeah i i remember uh... i think even on the show i said that i'm not a huge fan of that but i think the more i think about it them i think i've come around on and i i i found some of the humor to be a bit glib uh...
3254.582,3255.042, But that's all right.
3255.343,3255.643,Whatever.
3255.923,3257.424,I don't care anymore.
3257.904,3261.466,"I like that as I'm getting older, I'm becoming more forgiving and not less."
3262.127,3265.769,I wish that were true of me.
3265.849,3266.589,We'll see what we can do.
3267.39,3268.911,Never mind.
3268.931,3269.631,I was going to make a joke.
3269.651,3270.092,I'm not going to.
3270.492,3277.156,"I was looking at my best of from two thousand eight, and I was like, how pedestrian?"
3278.217,3278.577,"Oh, no."
3278.677,3281.979,I'm forgiving of everyone but me.
3283.94,3291.146," But no, that doesn't mean... Here's the thing, is like, that doesn't mean that you're... I don't think that that means that my tastes are getting worse."
3291.787,3295.51,"You know, being forgiving of something doesn't mean that everything is good."
3295.91,3303.876,"But, you know, you saw some good things about Tower Heist and as such you were unwilling to write it off, as opposed to some people"
3304.577,3307.998," they would just say like Brett Ratner, I get it no thank you."
3308.018,3308.878,They either wouldn't even see it.
3308.898,3310.439,Eddie Murphy hasn't been funny in a long time.
3310.599,3324.304,They wouldn't even either wouldn't even see it or they would go in with such a preconceived idea that no matter that they would only only the bad things about the film would register and any good parts maybe were incidental if it registered at all.
3324.364,3333.287,Yeah and I say if you sit through that movie and you don't laugh at the scene where Eddie Murphy says the word bobby pin over and over again in his angry thug guy voice then
3334.268,3336.501, You're trying not to laugh because it's hilarious.
3338.266,3367.434, all right i guess uh... context is everything here uh... but uh... where on earth where we had a uh... i was just talking about why comedy is attached to everything and maybe using that as a segue into maybe some other right other hybrids i think uh... one that uh... you and i uh... i can see actually both have on our list because of something we talk about a lot uh... is alien which is uh... uh... i mean i think if you asked a hundred people in the street
3368.274,3372.04," what genre is alien, fifty of them would say sci-fi and fifty of them would say horror."
3373.843,3376.327,I think that's another one that just does it right.
3376.427,3378.671,"And if you want to complicate things further, aliens."
3379.745,3382.187," Is it horror, sci-fi, action, or drama?"
3382.207,3385.649,"Again, I think they're all drama."
3385.789,3388.471,"Basically, if you're telling a story, that's drama."
3388.831,3395.875,"That's true, but at the same time, there are plenty of horror movies where you don't care about what's going on."
3397.016,3400.258,Those aren't very good horror movies.
3400.418,3401.159,Maybe.
3401.179,3407.903,I don't really care about any of the characters in Texas Chainsaw Massacre.
3409.181,3434.849, i care about them that i care about them because they've done nothing to deserve this is that but that's basically it that's uh... so i don't consider that to be very dramatic whereas the plight of ellen ripley that is dramatic prime it the film is invested in her character and how she is changing and so that makes it a drama as well as far as she's concerned but in a i'll go i'll go to aliens i didn't write it down but i'll go to aliens but
3435.709,3462.127, you know you talk to there there are major action elements in that film but i mean that when i was a kid that movie scared the hell out of me i mean aliens coming out of the walls and i mean it's it's very frightening uh... and there's plenty of sci-fi in there and it's just uh... and to to add to the the drama element like her relationship with newt and i don't know if there's there's a lot going on in that film but uh... i'm gonna sound like a a broken record i apologize but uh...
3463.027,3471.072," But because we are so rooted in Ellen Ripley, that's why we're not questioning like, so what is what's going on here, you know?"
3471.932,3474.894,"And incidentally, we also have Bill Paxton providing some comedy."
3475.454,3491.504,"And so it's that that's no matter what we talk about, that's probably going to be what I what I arrive at is that character and character is a function of good writing, good acting and good direction and"
3492.415,3499.599," I guess this fits into writing, like having them do something that fits with the character that's been created, but that's what's going to anchor us."
3501.24,3521.37,"And I think it's not, I think, yeah, character is a part of it if that's the movie's drive, but I think it really has to do more with, for me, just if you create just an atmosphere or a world within your movie, if a movie is a place that I can invest in and believe in, that it seems consistent,"
3521.81,3549.118, right then I'll I'll buy I'll buy into it now I don't that's why alien works I mean you like unlike Star Wars which of course Star Wars is great of course but I feel Paxton and aliens but you've got Harry Dean Stanton and yeah but Kodo yeah and you've got an alien and you've got Tom Skerritt I think Tom Skerritt's great in alien as well I'm just in terms of the the comedy oh yeah yeah you know yeah but Kodo alien and Midnight Run he's a he's a he's the champ of this episode sure
3549.698,3572.136," Sure is and he was in James Bond movie where he blows up like he I don't mean he's in he's close to an explosive I mean his body blows up from the inside because he takes some sort of pill He's also in the layer the cable guy movie witless protection He's still alive yeah, he's still alive"
3573.45,3574.311, And yet he's in that.
3574.711,3576.952,And this will anger you.
3576.972,3577.492,Okay.
3577.512,3578.213,Because it angered me.
3578.513,3578.773,Okay.
3578.933,3581.554,"And I had to close caption this movie, so I had to watch it in detail."
3581.695,3581.915,Okay.
3582.295,3584.316,"I think that's the first time you ever acknowledged that, by the way."
3584.356,3586.797,I think we danced around that for a long time.
3586.937,3587.117,All right.
3587.278,3588.338,And I closed captioned that movie.
3588.358,3588.898,All right.
3588.959,3589.739,I'm not sure for what.
3589.759,3593.361,"I don't know if you saw my closed captions, if you watch movies with closed captions on."
3593.741,3620.07, uh... anyway uh... yeah but i don't know that movie i don't know is an fbi agent with infection and his character has the same name as his character in the night run and that is disgraceful well that's the director saying like my friends i'm kind of the air apparent this film is the air apparent to midnight run that's horrible that's very frustrating yeah it's disgusting you're a fan of the other three do you have time
3621.527,3622.547, I don't know if I'm a fan.
3622.627,3623.668,"You know where I'm headed, right?"
3624.528,3631.59,Richard Dreyfuss's character who wears all the same things as he does in Jaws and his character's name is Matt and he's fishing and then he dies.
3632.07,3634.531,"Part of me is just like, that is not how Matt Hooper died."
3634.631,3635.131,Thank you.
3636.631,3638.412,How do you know?
3638.492,3641.293,Because this movie doesn't exist in the same reality as Jaws.
3641.993,3642.853,So frustrating.
3645.034,3646.314,But he's a good sport for wanting to do it.
3646.761,3675.032, yeah you know at comic-con during the q and a someone asked spielberg what he thought of that scene and he managed to completely dodge the question and talk about because it was at the event of the tin tin q and a so we've been suspended and talking about three d okay not good for him didn't and no not good for him i want to hear what he thinks of that scene and there's another there's another example of uh... something that i don't think does it right like it is so that prana three d is so tongue-in-cheek
3676.599,3682.82," that I think, because it's possible to do horror comedy in a way that is both scary and both and funny."
3684.961,3685.761,It's a balancing act.
3685.781,3686.601,You got to do it right.
3686.961,3688.221,I can think of two.
3688.902,3689.462,The do it right?
3689.922,3690.122,Yeah.
3690.422,3691.802,Evil Dead and Scream.
3692.822,3693.122,"Oh, okay."
3693.283,3694.643,"Oddly enough, I didn't think of those two."
3695.003,3695.743,Behind the Mask.
3696.223,3696.683,"Oh, sure."
3696.723,3697.303,Yeah.
3697.463,3700.124,I think Shaun of the Dead at times is genuinely frightening.
3700.563,3710.398, yeah you know what i think you're right you know that we are and i think uh... zombie land has moments of of tension and i do find it funny
3712.253,3715.755," Ghostbusters in that movie, Bill Murray."
3715.836,3716.516,That's a spoiler.
3717.337,3718.617,I think people know by now.
3718.738,3720.819,"Yeah, it's been a while."
3721.439,3724.381,"Now, you never saw... What were we talking about?"
3724.401,3725.762,I felt like I had more to say about it.
3725.842,3730.165,We were talking about Piranha Three-D and I said that I didn't care for it.
3730.506,3730.806,You know what?
3731.046,3735.409,I don't know that it is... that tongue-in-cheek is the right word.
3736.41,3737.991,Because I think that's what I was expecting going in.
3739.949,3761.557, but i don't think the movie is actually like uh... super extra postmodern or like i don't think it's commenting on uh... uh... on on its on its genre so i even though i think she might be a little too highfalutin no what i mean is that i think it is
3763.149,3789.325, it's it's committed and it's it's exaggerated so i guess in some ways you could call it satire but it's not that either right satire says that there's something here to be satirized i think it's actually kind of yeah you're right i don't think tongue-in-cheek is right i think it's kind of celebrating yeah that's a good one what that is yeah yeah i think you're but that's the thing is i think it goes so far in that celebration that it forgets that like
3790.686,3815.538, to to be genuinely frightening like there's gross stuff in it like the girl getting her scalp ripped off that's a whole sub genre of horror yeah the just gory stuff that i'm not i'm not a big fan of if that's all it is and that's why piranha three d i guess i think i am glad i saw it and i think that um just the
3817.37,3842.833, the the sheer scale of the mayhem in that movie uh... i think you have to give what's his name alexander asia director i remember i think it didn't give him some credit i'll probably never watch it again because i think i'd felt like i had post-traumatic stress disorder when i left the movie i just i'd like felt sick to my stomach i didn't i did i didn't feel good about what i just watched but i'm still glad i saw it
3843.735,3852.3," But yeah, I mean the part yeah the the scalp thing but all the part leading up to it where the guy steals the boat and is trying to get away and he's just Running over people."
3852.32,3859.525,"He's just killing people left and right Thoughtlessly in like but the way in which like the way in which they die is actually surprisingly realistic, right?"
3859.565,3861.686,Like yeah them thumping against the yeah.
3861.786,3862.347,Hello the boat.
3862.387,3862.607,Yeah.
3862.647,3867.029,"Yeah, it's it's sickening It's sickening in it in that that level of realism."
3867.069,3868.971,"I feel like doesn't belong in that film like hey, what?"
3869.111,3869.271,Huh?
3870.216,3890.696, when i was in funny games all of a sudden i think that'll be at brings me to one of my work at least uh... i guess hybrid building is a hybrid but what's going to last house on the left okay is have you seen in a restaurant don't see it doesn't seem like i think i'll watch virgin spring that's fine uh... it's you know it's bit of brutal film you know it's
3892.298,3909.529, so straightforward about the like it's just awful but then there's the sheriff and his deputy character that are like just unbelievably bumbling comma it's like you're watching smoking the bandit all of a sudden yeah it is it makes the film even more unpleasant
3910.049,3925.591, instead of like cutting the tension where they're supposed to be it's like you can't have this kind of comedy after we just watch this like long like practically cinema verite style like unbroken take of someone getting raped you can't that's not gonna work
3925.891,3954.014, right comic relief is perfectly acceptable in certain kinds of horror not this kind of horror you know i mean if you had wanted to go back to uh... funny games which i recognize not straight-up or was pretty horrific you know if you had somebody slipping on a banana peel it's just like you know there's a place for it but not here but uh... welcome i want to talk about a couple other movies and get to get away from the uh... the comedy thing we're gonna we are gonna wrap up soon uh...
3955.734,3965.221," I didn't want this episode to be just a list of movies, but there's some movies that I want to talk about because they're, um, if not completely unique, they're a rare style."
3966.222,3969.805,"Um, one of them is, um, Robert Rodriguez from Dust Till Dawn."
3970.806,3971.086,Okay.
3971.226,3974.749,Which is both a crime movie and I don't know if you'd call it horror.
3976.377,3983.999," It's a crime movie and an action movie, a supernatural action movie, but I don't know that it has... I guess it does have some horror in it."
3985.08,3994.603,"I guess so, in the sense that it's very ugly, frightening-looking vampires doing grotesque, horrific things, even if I'm not scared while I'm watching it."
3994.843,3999.184,"Yeah, there's not the suspense, dread, scary thing that we talked about when we talked about suspense versus horror."
4002.165,4003.746,"But the thing is, it's essentially..."
4005.65,4013.477, action movie the whole time that has horror as well in its second half you know what i mean yeah yeah because if you want i mean
4015.064,4019.447," I think most people probably recognize this, but if you don't, watch the movie again."
4020.628,4024.49,"Literally, there are no vampires until the second half of the movie."
4025.27,4029.613,"There's no hint of vampires, it's just like, it's crazy, it comes out of nowhere."
4029.753,4038.839,"And if you've ever, I know at this point it's probably way too late, but if you've never experienced the joy of watching From Dusk Till Dawn with someone who literally has no idea what it's about,"
4039.779,4041.179, Just run out and do it.
4041.3,4041.96,You got to do it.
4042.32,4044.3,"And and that's, I don't know."
4044.641,4050.622,"I feel like with from Dusk Till Dawn, there's the possibility that could happen that someone does doesn't know what it's about."
4050.662,4058.805,"But between like, George Clooney and Quentin Tarantino and stuff, I feel like almost anybody, I feel like they would think it's a vampire movie, which kind of spoils it."
4059.562,4078.303, no i don't know that i saw it back in high school and i don't see a chance where it's already seen a number of times but i was this uh... like uh... girls and i was to like we're still uh... when a movie and go to her her house uh... her parents of this awesome basement huge screens around town and i was like uh...
4079.384,4082.586," I was like, oh, have you heard of From Dusk Till Dawn?"
4082.606,4083.846,And she hadn't.
4083.886,4085.087,She wasn't a movie person.
4085.107,4085.947,This was still a high school movie.
4085.967,4088.208,"It had only been out maybe two years, maybe three."
4090.569,4092.23,And so we're watching it.
4092.67,4094.631,And then somehow it turns into a vampire.
4095.372,4099.173,And I was so in the movie that I forgot that she didn't know what was happening.
4099.273,4100.614,And so there's vampires.
4100.714,4102.675,And there's a few minutes of the vampires.
4102.735,4104.216,And I hear this girl.
4104.616,4105.676,She's sitting to my right.
4105.716,4106.177,"And she's like,"
4107.017,4109.159, What is going on?
4113.282,4114.643,Why did you bring me down?
4114.723,4117.065,I think she liked it.
4117.105,4117.925,But it's like it.
4118.406,4119.266,It is so surprising.
4119.447,4121.288,"Well, and when you think about it, like it's"
4123.174,4124.896, I think it's probably impossible for anybody.
4124.936,4126.538,"I mean, the movie is called Psycho."
4127.9,4129.021,That'll tell you something.
4129.582,4142.317,"But can you imagine going to see that movie, seeing a lead actress who is a lead, and you're following the suspense, oh, she's stolen something."
4143.198,4147.341, And now a regular person has done something illegal and is on the run.
4147.701,4149.522,Not at all unusual for Hitchcock.
4149.963,4151.364,At all.
4152.745,4157.168,"And then this thing happens, and not only is it a change of character, it's a change of genre."
4158.004,4166.331," And it's one of those things like there are times when I just like, I wish I could see certain things for the first time with a completely clean slate."
4167.492,4173.237,"I mean, the movie's called Psycho, but at the time, even at the time, did you really know what that, did people really know what that meant?"
4173.277,4181.884,"Not to say it was like a more simplistic time, but I guarantee you the movie's responsible for people throwing the word around, like that guy's a psycho."
4183.225,4183.946,"And so it's,"
4186.457,4190.881," I don't know, like that to me is so, the concept is so exhilarating."
4191.401,4193.863,And I can watch Psycho and I can still enjoy it.
4193.883,4198.247,"And it still is, you know, Martin Balsam walking up those stairs is still like pulse pounding."
4198.287,4206.393,"And even the form coming towards the showers is still, I know what happens, but it's still like, oh, it's so well constructed."
4206.914,4215.801,"But just like, what would it have been like to just experience that completely fresh?"
4216.363,4234.413, yeah i don't know it's that that to me is like such a it's a mix of genre but it's also just a change of genre yeah halfway through another one i want to talk about before we wrap up that also the ship has definitely sailed on on this one you can't there's no way you could surprise them with this because everyone knows
4235.173,4249.824," Um, and also is one that I think is so much in the public conscious that people don't really think about it, but, uh, Predator is just, it's just a Schwarzenegger action movie, a better than average one, but it's just a jungle action movie for about its first half."
4249.864,4256.989,"I mean, I think if you know, then when you go back, you see like things like the skinned bodies hanging and you know that that's, that's foreshadowing."
4257.029,4259.871,"But if you're watching it for the first time, it's just an action movie."
4260.692,4285.761, for about its first half yeah and it's and it's not he said like it's it's an arnold schwarzenegger action movie it's like commando yet but we have a commitment and command i mean john mckinnon was kinda in his group with their and very much so but as far as audiences now it's like almond carl weathers is in this it's just this you know it's a team of commandos who are going in and uh... they're gonna
4286.701,4289.343," You know, there seems to be something a little shady and political going on."
4289.623,4295.788,And the film does such a good job of setting up the espionage and the betrayal.
4296.108,4298.349,The betrayal has nothing to do with the alien at all.
4298.39,4298.83,They don't know.
4298.93,4305.154,"It's not like, yeah, we actually knew the whole time this alien was in here and we wanted to send you to collect it like an aliens or alien."
4306.455,4307.056,It wasn't that.
4307.716,4309.017,It's a total misdirect.
4310.358,4311.499,And it is one of those things.
4313.681,4314.301,I'm okay.
4314.401,4314.781,I'm dumb.
4315.041,4315.502,Here's the thing.
4316.872,4321.014, I have watched Predator in the last couple years with people that have not seen it.
4322.015,4331.639,"And I, in spite of the fact that the Predator is on the cover of my DVD, and everyone just knows it now."
4331.839,4338.102,"You hear the word Predator, I think a lot of people are going to think of the alien before they think of what the word means."
4341.704,4346.667," But nonetheless, I still don't want to give it away."
4346.808,4348.849,"It's like, they know it, Tyler, come on."
4349.729,4354.953,"But I still refuse to, much in the same way as when I... Spoilers, I guess."
4355.874,4366.541,"History of violence, when I describe it to people, and I'm trying to... I worked at a video store when it came out on DVD, and when I would describe it to people, I never said that he actually was this person."
4367.501,4370.824,"And I realized, Tyler, you're working against the title of the film."
4371.544,4371.612, you
