start,end,text
2279.882,2284.706,"Yeah, I'd say that's about right, but they haven't been going as long as this, so I can't say this about those."
2287.068,2294.173,"So, yeah, and so when I read, at the very least, I don't think we've changed anything at all."
2295.549,2320.794," When I do read those comments about Mel Gibson going back and forth, intelligent, respectful comments by people who disagree, I'm excited that while we certainly didn't change anything, we at least are giving people a forum in which to do that and in which we, hopefully through the show and also through the blogs themselves, encourage people to think"
2323.886,2330.692," not necessarily better, but deeper about film and deeper about other film lovers."
2331.533,2339.0,"Because the internet, whether it be about film or TV or really anything, there's a competition there."
2339.24,2346.067,"And what I hope we try to get across is the idea of, you don't have to compete with anybody."
2346.627,2346.807, Mm-hmm.
2347.047,2360.57,"You know, you can actually what here's the thing if somebody says something that you don't agree with or something How about this something you didn't know now, you know it you don't have to trump them with what you know that they don't it's more about a conversation than about Being right or wrong."
2360.67,2361.09,Exactly.
2361.41,2364.45,It doesn't sound like who's that Armand white Dewey.
2364.65,2364.81,Yeah.
2365.23,2368.191,"Yeah, but he's he's right about that bound to happen sooner."
2368.211,2371.091,Yeah I want to take a timeout to talk about Armand.
2371.111,2373.612,I'm gonna shut this door go and
2375.968,2386.644, uh... another another guy that i almost or open even i don't know that much about him christopher hitchens who died recently uh... i think
2389.928,2393.453," I think a lot of people are worth listening to, even if you disagree with a lot of what they say."
2394.754,2402.684,"There's a lot about Christopher Hitchens that rubbed me the wrong way, and there's a little about Armand White that rubs me the wrong way."
2403.585,2406.328,"But I also think, in defense of Armand White,"
2407.586,2427.199, uh... it's not a sentence that said very often no but i i think if you read his reviews regularly uh... and not just the ones where he disagrees with the movie that you liked uh... like a lot of people do there is a consistency to his approach very much so uh... i think that's all i thought i don't want to make this episode about that but uh...
2429.04,2445.449," I disagree with him a lot, and I do think he has some contrarian tendencies, much like Christopher Hitchens did, where he sometimes buries the power of his actual opinion and statement by overstating things for a fact."
2445.509,2448.011,I think that's a fault that he and Christopher Hitchens both share.
2448.691,2455.255,But I do think he's a critic that's worth reading because he's thinking about film in a way that a lot of people aren't.
2456.275,2480.334, it very much so and i don't think i i agree i think he's got some contrarian attitudes which i think probably many of us do i think a lot of critics probably do but uh... i don't know what you're talking about not me so uh... but uh... yeah when you when you read his stuff like sometimes it's outrageous sometimes like jack and jill for example can't possibly have all this
2481.196,2487.978, But he's willing to entertain that it does and the very fact that he's willing to give some films a certain look a second look
2489.907,2513.156, shows a certain there's something kind of admirable about that even even though again yes i disagree with him almost all the time but the very i think he legitimately does look at film a different way now the fact that he knows it's a different way and that that different way bothers people i think he and sometimes he can be obtuse about the fact that he's looking at film a different way yeah than other people
2513.556,2537.513, yeah and it could be he can be a bit hypocritical on the one hand talking about how uh the internet uh film criticism can be a form for discussion and then him being purposefully obtuse about other people's in fact most people's uh criteria for what makes a good film right that is kind of that is kind of a problem yeah and so he so it is it he can be very frustrating but the idea that he is willing to
2538.334,2546.079," look at it from another point of view that, by the way, will get him labeled any number of things, and that he's willing to do that."
2546.119,2553.343,"Now, he might draw energy from that almost to a fault, but it's not necessarily the worst instinct."
2554.728,2579.484, uh... let's get back to uh... i'm glad i'm glad you you get to talk about movies for awhile there in in the in the abstract uh... which i like that's kind of what we do uh... but i want about that specific maybe some specific movies are just specific ways that i watch movies differently but also a difference of or or be a further understanding of what film criticism is even though i said at the beginning that i feel more like a critic now because i write reviews
2581.125,2588.208," These academic conversations that you're talking about, that's criticism too, I think."
2589.148,2591.909,It's not just about reviewing individual movies.
2591.989,2593.77,"It's about, I guess,"
2595.839,2597.06, talking about movies as a whole.
2597.14,2609.065,"But I also feel like as the podcast has progressed, we've done a lot more of the academic topics and a lot fewer of the, basically the topics which are fun to do, but which often turn into just like a list."
2609.445,2612.927,"It might as well be like a top ten or something, but we just didn't number it, you know."
2613.527,2614.147,And those are fun.
2614.307,2618.329,We do just like good death scenes is one we always go back to.
2618.349,2620.57,"Awesome death scenes, I believe is what we call it."
2621.19,2622.311, We don't really do a lot of those anymore.
2622.391,2623.052,Maybe we should.
2623.072,2625.014,Maybe we are taking ourselves a bit too seriously.
2625.034,2625.935,Yeah.
2626.275,2629.918,"Here at two and forty, two hundred and forty episodes might be a good time for self-reflection."
2633.802,2637.486,But I worry that I'm that
2641.368,2654.713," I'm trying to get across is that I'm thankful for what the podcast has done for me and the listeners and everything, but I'm worried that you and I are coming across as tuning our own horns about how great we are compared to where we were five years ago."
2656.154,2659.155,"I know that's not what either of us mean, but I'm just..."
2659.875,2688.278, worried about that well okay let me try to diffuse your uh... your worry and i am in a i'm in a different certainly in a different place uh... as far as my my circumstances i have a job that i love it has nothing to do with film and i i i but i just wanted then as far as the show itself like even though i do have a great deal more confidence in the way that i speak i still have such a long way way to go not merely in what i see but i read with every new film i see
2689.759,2710.891, that is great i'm reminded of just how much i didn't know like it's each each film is yeah and i'm gonna sound really cheesy each film is a gateway to my own ignorance um but i don't want to sound like we're saying like uh we stunk as podcasters and critics five years ago and now we're great thanks for coming along with us we're
2711.511,2713.172," I think we're better, I think I can say that."
2714.453,2723.897,But there's still a lot of people who are a lot better than we are out there in both podcasting and writing on the internet and writing in print.
2725.558,2727.939,And probably on the radio somewhere too.
2728.139,2729.06,People still doing that?
2729.22,2729.66,The radio?
2729.9,2730.44,"I don't know, maybe."
2730.46,2731.041,I don't know.
2731.961,2733.742,"Henry Rollins, he's got a show."
2733.802,2736.143,I saw him the other day on Ventura Boulevard.
2736.163,2739.225,He was sitting outside a Starbucks with his laptop on a surprisingly cold night.
2739.884,2763.244, yeah so you go say hi no i didn't realize it was him right away because i do not think of henry rollins is having like platinum white hair yeah i saw a picture from recently that someone like he was at a walmart in kentucky and it's like uh someone posted the picture online like hey i met henry rollins but you know what i'll bet he's a nice guy if you went up to him oh i don't think that's super nice to you yeah i don't doubt it
2767.108,2791.468, in this if i can go a little off topic but in this world that we and i think a lot of people who listen to us live in this internet world where you have to sort of uh... create your own thing make your thing is the thing that jesse thorne says for the show uh... uh... henry ron's kind of is a role model even though he's not part of his like an internet guy he is a guy who like defined his
2793.044,2801.327," I'm sure he would not be happy if I called it a brand, but defined himself and then did what he wanted and got people to come along with him."
2802.347,2804.568,And it's not necessarily a cult of personality either.
2804.668,2810.269,It's just like he puts in the work to make interesting stuff and he cares about the stuff that he does.
2810.289,2814.431,"Henry Rollins is a role model, I think."
2815.231,2816.312, A lot of people should look up to him.
2816.352,2827.477,"And listen to, if his syndicated music show airs on a public station near you, here it's on, I think, Saturday nights, eight to ten p.m."
2827.917,2828.557,It's great stuff.
2829.418,2835.481,And he doesn't just play a block of music and then count back the songs.
2835.521,2839.983,He stops between each song and tells a story about the song and the band.
2841.624,2842.384,He's awesome.
2843.024,2843.985,I think Henry Knowles is great.
2845.538,2846.118, Let's try to get him.
2846.759,2848.66,"Sure, yeah."
2848.7,2849.481,Bring his own microphone.
2849.501,2851.102,"I don't know if you know, that's a thing he does."
2851.362,2851.863,"Oh, I didn't know."
2851.883,2857.407,"When he does his sort of tours of like spoken word stuff, he has his own microphone that he brings."
2858.107,2858.928,I don't like that at all.
2860.249,2860.489,Yeah.
2860.969,2861.67,What's wrong with my mic?
2862.952,2879.071, all right so let's let's talk about movies specifically because there's the first episode and I'll bet any podcaster has the same experience the first episode you do you end up trashing
2879.761,2902.005," Yeah, that's been it was my experience on both the podcasts that I have done and the first one we recorded Which we ended up trying to I don't think it exists anymore if it does No, it doesn't because it would be on my ex-girlfriend's computer and I think that computer crashed and everything is lost with it There is I believe a five minute clip from it available on our old myspace page, which I never bothered taking down"
2903.826,2928.298, uh... and i guess we're just doing this because it was a trial run we decided even though it was march two thousand seven well i guess that is kind of our and now to talk about our favorite movies in two thousand six and uh... and i look back at that list of movies now uh... which has of course change could have seen some more movies uh... from that year but uh...
2929.458,2956.958, I was looking at the other day just trying to remember what I had to say about it and I think I know I just again I still have a long way to go but I have a lot I could talk about film a lot more intelligently or maybe just more confidently is the thing because I remember talking about how one of my top ten films of two thousand six was Borat and that's still true that still holds true it is one of my top ten films but I remember not being able to articulate and us like laughing about it that's another thing
2957.859,2963.723," Early podcasts, a lot of hosts laughing at each other, which of course we still do, but we're funny now."
2964.123,2969.166,"But, um... Oh, good, yes, that'll... I'm sure that'll... people will be fine with that statement."
2969.506,2972.488,"I mean, I should put up disclaimers like, here I'm being sarcastic."
2972.508,2976.01,"When I say the internet is better because of us, that's false bravado."
2976.79,2980.492,"When I say that we are hilarious, false bravado."
2980.913,2981.993,"You're still pretty funny, I mean..."
2984.375,2989.297," But I think we have gotten maybe more aware that we're doing this for the listeners, not just for each other."
2989.857,2991.217,"Anyway, we're getting off topic."
2993.558,3001.122,"You know, but now I can think about Borat and think about why..."
3003.248,3026.465, well you know why I love it so much it's not just that it is very funny which it is but it's that it uses comedy to disarm in a very real way and make points that an audience might not be receptive to if they weren't weren't laughing about them which is that thing that good a lot of good good comedy does but also just
3028.763,3056.296, uh... in terms of structure and form uh... and in in terms of uh... such bearing bear sasha baron cohen's uh... personality the sort of like uh... gonzo journalistic uh... type of approach to uh... to borad and uh... less so to bruno which was bruno one of my favorite films of that year bruno one of my least favorite films of that year uh...
3057.857,3085.835, not really looking forward to the dictator but anyway all that that I just stumbled through I couldn't have even said that five years ago even though I'd been to film school yeah you know in film school you maybe you write about movies but unless you don't you're not forced to talk about them and you're not forced to write I don't know I guess I
3087.654,3094.337," In film school, to a certain extent, you are learning, but you're writing, to a certain extent, for the teacher, for the grade."
3097.298,3102.26,And I care more what the listeners think of me than I do what my teachers thought of me.
3103.2,3112.504,"So I actually want to be, not necessarily right, but I want to be interesting or insightful about a movie."
3112.564,3116.125,"I guess I want to be right, but I don't want to say that there is a right or wrong when you're talking about movies."
3120.813,3124.977, And I don't know that I I definitely didn't have that five years ago.
3125.357,3137.466,I remember back in school I was taking a silent comedy class and I wound up and we wound up wound up having to write pretty long papers about
3139.304,3153.803," Chaplin, Keaton, Lloyd, and then we were going to do one about Langdon, but due to various class cancellations due to weather, we wound up only seeing one of his films and weren't really in a position to write a long paper about the one film we saw."
3157.315,3163.843," But I remember writing a paper about Chaplin, about his socialist tendencies in his films."
3164.583,3167.827,And I wrote the paper because I knew I could.
3167.847,3169.75,I knew there was plenty there.
3172.393,3174.855,But I did not believe Chaplin to be a socialist.
3175.997,3181.881," Like, it's definitely there, don't get me wrong, like those, some of those themes are there, but I don't believe them."
3183.062,3187.766,"Which is, I don't believe that he would call himself a socialist or a communist or anything like that."
3189.127,3192.748," But it was not an easy paper to write, but there's plenty there."
3193.328,3197.509,So I wrote a paper that was good.
3197.549,3198.31,It got a good grade.
3198.55,3199.89,But intellectually dishonest?
3200.21,3200.39,Yeah.
3201.231,3202.451,And I did it because I could.
3202.471,3202.871,Right.
3203.091,3213.834,"And then thankfully, even just from Chaplin to Keaton, and then from Keaton to Lloyd, I started to change the way I wrote papers."
3213.854,3216.415,"And I realized, I'm going to write what I want to write."
3218.397,3223.703, I think there's something left over from the high school mentality of just do what you need to do.
3225.683,3250.64, yeah to let us to move on that's our high school mentality plenty of people did do great work in high school absent no absolutely uh... but uh... and so when i when it came time for me to talk about keaton and i talked all about his obsession with uh... mechanism and that was something that i did believe very fervently and the more and what's more and this is something that i think his has happen even more so because we are required
3251.621,3261.151," by nobody, by the way, except ourselves, to talk movies for at least an hour every week in hopefully an intelligent way."
3261.191,3263.554,The very fact that there is an audience holds you accountable.
3267.358,3273.084,I discovered that the more you believe something or the more you're personally invested in
3274.685,3279.908," Some people would say that the more you're personally invested in it, the more defensive you're going to get of your own attitude."
3280.868,3283.07,And I think that is true a little bit.
3283.91,3285.111,It's a risky run.
3285.491,3285.991,Very much so.
3286.051,3287.752,"It's a slippery slope, David."
3288.573,3301.12,"But what is much, maybe not more likely, but something that is as likely to happen is that the more invested you are, the more interested you are in seeing how deep this goes."
3302.085,3303.91, this this theory you might have.
3303.93,3304.832,And so.
3308.34,3314.245," as you explore it further, you may find that it kind of makes a right turn."
3314.445,3321.472,"And the more committed you are to that, the more willing you are to make that right turn and say, I was wrong initially."
3321.872,3322.733,Let's see where we go.
3323.053,3331.881,"And so when I first came up with this idea, it's like, you know, man, this chaplain, this Buster Keaton sure is fascinated with experimenting with the camera."
3332.461,3333.322, That's really something.
3333.522,3335.684,"And then it's like, I think I could write a paper about that."
3336.064,3337.125,"Okay, well, what does that mean?"
3337.665,3338.686,Experimenting with the camera?
3338.706,3340.427,"I mean, that also means experimenting with editing."
3341.068,3346.372,"And then just like, it's weird that a comedian would be so fascinated with just the mechanism of filmmaking."
3347.247,3352.633," But wait a minute, he's fascinated with mechanism all the time, of everything, like his obsession with trains in the general."
3352.713,3358.899,"And like, like the more I thought about it, the more it's like, holy shit, this goes, this rabbit hole goes deep."
3359.84,3365.366,"And, uh, and so it's, and that's, and there's the exhilaration that we're talking about."
3366.147,3369.811,"Uh, if you're willing to go down this path,"
3373.132,3387.403," completely and with as much of an open mind as possible, I think it's so much more exciting and it's so liberating than to just say, uh, Keaton likes machines."
3388.403,3389.124,That's all I got.
3389.604,3392.446, And doing the podcast has helped you to explore that further.
3392.687,3393.427,"Oh, absolutely."
3393.467,3399.612,"I mean, there are times now where, and again, like you said, I don't want to make it seem like I've got it all worked out now."
3399.752,3403.034,I still have moments of stubbornness and being defensive.
3403.054,3405.076,I don't think I would have liked Tree of Life
3412.04,3413.721, had it come out four or five years ago.
3414.181,3414.421,Really?
3414.441,3416.663,"I mean, I think I would have appreciated it."
3416.903,3422.746,"But I mean, you know, we talk about my general dislike of Mulholland Drive."
3423.006,3423.567,When you first saw it?
3423.587,3424.367,When I first saw it.
3424.627,3425.888,I have an appreciation for it now.
3425.928,3427.489,And I would say I'd probably even like it now.
3428.47,3430.551,"Whereas Tree of Life, I loved it"
3432.222,3433.605, from frame one till the end.
3433.785,3440.979,"And I was and I happened to see it with a group of people that they liked it, they appreciated it, but they're just like, they also like had a lot of problems with it."
3440.999,3442.361,And there's nothing wrong with having problems with it.
3442.882,3443.043,But
3444.577,3472.421, the somehow they're their problems as far as what they're able to figure out not figure out by the way i don't have to have life figured out but um... but the very fact that they that it could that it's a hard film to characterize one way or the other that was seen as a flaw for them and i think in the early days of this podcast i probably was probably a similar way this time has gone on just talking with you and and talking with
3472.941,3500.765, other guests and and being a guest on other podcasts which that again requires you to bring just really listen to somebody else's point of view uh... i think i think that the way advice to people who have apparently to a podcast give that podcast listen first give it a shot i think we may be uh... i think our first time on the slash film cast we probably could have uh... and a little bit more genial
3501.465,3503.647, or just aware of what they were doing at that time.
3503.707,3526.005,"They were so nice to ask us on and I think we were, we kind of like had blinders on to, at that point we still had blinders on to the fact that there was this whole internet film blogging podcasting community and so I think I was completely unaware that they had like so many more listeners that were like well known or what slashfilm.com was and I was just like, oh yeah, I'm going on another podcast."
3526.025,3528.047,I don't think I was mean but I think
3530.41,3531.87, I knew they were bigger than us.
3532.09,3541.433,"I think I knew that, too, because, yeah, but we definitely... Were you saying there was a bit of a swagger to the way that we were approaching the whole situation?"
3541.453,3541.953,But the wrong kind.
3541.973,3546.414,"I think I still have a swagger when I go on other people's podcasts, because that's the dumb persona, I guess, that I have."
3548.215,3554.777,But there are times that I think we could have... I wish we could have a do-over on the State of Play episode of this last podcast.
3554.797,3555.057,That's fine.
3555.077,3555.957,That movie's not very good.
3556.477,3559.758," Yeah, I would still stick by the idea that that movie is not good."
3560.018,3560.778,Yeah.
3560.999,3561.679,Didn't care for it.
3562.739,3562.999,Anyway.
3563.719,3566.26,"And, okay, all right, the idea of sticking by something."
3566.34,3568.821,"Okay, I stick by the fact that I think Avatar is not very good."
3569.821,3575.543,"I stick by the fact that I think Kids Are Alright is awful, with the exception of some performances."
3575.943,3577.424,And I know that even just saying awful
3578.942,3582.924," probably caused a little something in you, and maybe a little something in the listener."
3583.004,3589.127,Because I believe that you are... What's the word?
3589.607,3590.407,What am I trying to say?
3590.587,3590.888,Awesome?
3591.088,3591.168,No.
3591.208,3592.248,Is the word you're trying to say awesome?
3592.708,3604.394,"Your opinion... You are taking The Kids Are Alright at face value, I think, and that's why you don't like it, and I think that's kind of an insult to a film that's much more deeper than its face value."
3607.121,3618.67, I think your criticisms have to do with the idea that you think... I think your interpretation of the film is that the filmmaker believes the things that are said by the characters.
3619.251,3624.494,And that bothers me.
3624.635,3627.817,"When you say believe the things that they say, what do you mean?"
3628.277,3633.401,I remember one of your biggest problems was Julianne Moore's...
3635.747,3638.069, Sort of speech of now.
3638.109,3658.205,"I don't even know what it's not really an apology But I don't want to spoil I guess for what happens, but you know, you know the big yeah She has to Annette Bening and you said like a speech of reconciliation at the very least Yeah, and you said it was a cheap reconciliation or something like that that it was I'm trying to think what the word is that you that you used trite or something like that and"
3658.385,3659.506, I also don't think it was well-written.
3660.546,3662.107,But I think that's what I'm saying.
3662.187,3663.768,I think it was well-written.
3664.088,3675.393,"I think Julianne Moore's character is just supposed to be not very well-spoken and is supposed to be being slightly dishonest with herself, even if she wouldn't admit it in that scene."
3675.413,3679.575,I think there's more going on in that scene than you're giving the scene credit for.
3679.895,3681.436,And that's why it bothers me when you say it's awful.
3681.476,3681.976,So here we are.
3685.758,3689.221," Um, you know, one of us is clearly right and one of us is not."
3689.481,3691.543,"Um, see, and I'm not saying which is which."
3692.323,3710.456,"Um, but, uh, that's the thing is I'm, I'm perfectly like willing to be flexible on some, on, on all movies, but what's, I think, I think maybe five years ago I might have like a, just a knee jerk negative reaction"
3711.454,3716.482, to even the very fact that you're calling into question my intelligence.
3726.744,3732.188," And my, and my instinct, even my instinct now is a little bit to be like, well, yes, but here's the thing."
3732.208,3735.871,I'm not saying well-written like she should deliver a fricking patent-like monologue.
3735.911,3736.752,That's not what I mean.
3737.132,3738.474,"I mean, it's not well-written."
3738.874,3741.136,I don't think that fits her character.
3741.716,3743.518,If you want to say she's being dishonest with herself.
3743.538,3746.04,"I think she's being dishonest in the, yeah."
3746.14,3747.621,And that's why it comes across as straight.
3747.821,3751.904,"I would buy that way more than, than anything else."
3752.565,3752.785,And.
3754.607,3756.148,But I think she believes she's being honest.
3757.807,3769.444, Have you ever been in an argument with a boyfriend or girlfriend or wife and sort of maybe convinced yourself that you believed the thing that you thought would make the best argument?
3770.225,3771.006,I'm sure I've done it.
3771.807,3772.709,"I'm sure I probably have, yeah."
3775.12,3777.962," And that's the thing, make a best argument, yes."
3779.363,3783.646,It very seldom has happened with me when it comes to an apology.
3783.686,3785.328,The apology is usually sincere.
3786.168,3789.651,And I think this goes to what I was saying.
3789.711,3792.313,I brought up Avatar and I brought up Kids Are Alright.
3792.333,3793.414,There's a reason I bring those up.
3793.794,3794.194,"And by the way,"
3796.856,3802.059," I will be lumping the film Hugo in with this, which you haven't seen."
3802.119,3805.34,"That's why, listeners, I'm sure you love that movie, and I'm sorry."
3805.961,3813.704,"But there is one aspect that dazzles people so much, and that's because it is dazzling."
3814.225,3814.525,The three D?
3816.21,3816.791," Yeah, kinda."
3817.431,3832.484,"Although I didn't see Hugo in three-D, but I saw Avatar in three-D, and I think visually it's a dazzling film, and I think the three-D is done very well, and I think that it's done so well that it distracts people from a bad story, and that's the thing."
3834.758,3863.372, I was gonna argue okay and I think some people say like and some people would say like but it's not about the story it's like okay well someone should tell James Cameron that because he's telling a story and telling it poorly and then but in the same way like kids are alright I think the so avatar you've got special effects and all of that and I don't mean to sound dismissive that it's great he really creates a whole other world whereas kids are alright I think it's the acting if you were to read the lines on the page
3864.853,3884.89, kids are all right now of course I okay let me finish that thought if you were to read the pay the words on the page of kids are I think you'd be like this is not good is this a first draft I think the actors elevated and Julianne Moore in that moment is great I think any idea of I think any any any idea of her
3888.832,3894.074," dishonesty, whether she's aware of it or not, I think that's purely a function of her."
3894.494,3898.796,"Now, of course, one could say it's also the function of the director giving her that note to play."
3899.156,3907.779,"But part of me is like, I try not to emphasize the script as much as I used to when I was younger and maybe even when we started this podcast."
3909.64,3913.021,"But when a film is that, that type of film,"
3913.965,3921.114, then I feel like the script needs to be better than four or five separate instances of somebody saying fuck you and leaving and that's the end of the scene.
3921.615,3929.044,"Like, like either that is John Cassavetes level realism"
3930.726,3932.327, Or it's lazy writing.
3933.168,3936.531,And that film is not John Cassavetes level realism.
3936.971,3942.275,"Because in reality, as you were saying, her apology isn't worded perfectly."
3942.715,3943.396,And that's great.
3943.956,3944.577,That's a good thing.
3944.977,3948.64,They should continue with that.
3949.2,3950.141,And it fits with her character.
3953.473,3953.894, But I don't know.
3954.855,3966.31,"But the film, there's enough moments of contrivance in the script that makes me question the moments where it's like, if this were a better script, I think I'd give that line more"
3967.785,3990.412, credibility but because there's so much other stuff where it's just like oh really she goes searching and finds hair in the brush and oh that's a it's a reference to something that happened earlier in the script and okay oh and they're talking about like oh we can't do this again oh smash cut to that they just did it
3991.432,3992.193, Wah-wah.
3992.593,3998.096,"Like, moments like that are, to me, what... That moment is not played for comedy, in my opinion."
3998.676,4003.179,"If it were played like the wah-wah, like you're saying, that would be hackneyed."
4003.479,4005.36,I think it very much plays it for that.
4005.48,4007.461,And their sex scenes in general are played for that.
4008.522,4013.324,"They're more goofy than they are, uh... Not goofy, but they're comical and exaggerated."
4014.905,4015.545,Do you think so?
4015.686,4019.588,"I think they're, like, sort of... You know what, maybe we're having different kinds of sex."
4021.917,4026.798," I thought they were, I mean, they were definitely exuberant, but I thought there was a, uh, honesty to them."
4027.058,4028.658,"But I want to talk about, I want to talk about Avatar for a second."
4028.678,4028.818,Okay.
4029.479,4049.863,"Because, and, and bring it back to the general topic, that you and I have become more, because we, uh, went in with this almost unstated, like, mission statement you were talking about earlier, that it's okay for both of us to be right, we've been able to, um, develop the things that we care about in film and bring them, uh, to, uh,"
4051.303,4074.874, to the discussions and that's why whereas with the kids are all right there's a part of me that will probably never stop trying to convince you that it's a great movie and i'll probably do the opposite but with avatar i totally understand everything you yeah but i still actually really like avatar it was one of my top ten movies the year and i stand by that um even though i yes uh there's some
4076.275,4095.427, intellectually dodgy stuff in it and also the dialogue is bad but when you say he's not telling the story well well when you say people say it's not about the story i don't think that's quite right he does develop a world but it is still about the story when you say he's telling it not telling it well what you mean is he's not telling it well with the words
4096.568,4111.962," And I agree with you, but I think with the images which is something that I as you know a formalist I'm not completely putting myself in that corner, but it is something that I value In a structuralist that's my new thing"
4112.603,4127.942, um that's my new i think i said that last week didn't i think so um i i think it is that um avatar visually is still more than the sum of its parts it's not just a great uh um
4128.903,4156.351, world that he's created it has propulsive forward momentum and taps into some primal desires about you know uh... loving and dreaming and flying and freedom and all that kind of hokey stuff but uh... it goes back to the earnestness thing that we talked about last week james cameron means it and i think when you get into the more specifically worded allegories uh...
4158.912,4185.394, he is forcing it a little bit more than the other stuff which uh... uh... i think is more important to him even if he maybe wouldn't read he might see it insists or represented insisted it said this allegory about the environment right and you know uh... take care of the and the environment and native peoples and stuff like that but that's the thing thing i believe once a film is made then
4186.875,4199.377, whatever the director says is the point of it isn't i agree uh no it's only irrelevant i'm talking about the film i'm talking about what the director said it's ours now yeah it is in a way ours now um so uh
4200.945,4220.906, when I say that the the environment that the clumsy environment allegory is a minor background misstep for avatar I believe that and I believe that it can be true for me because that's the way I watched and that's the way I experienced it and I think that
4223.188,4237.099," For me, he is trying to use the effects as a way of almost Trojan-horsing something that he... I mean, that is not a B story, nor is it even a B theme."
4237.579,4239.14,"I mean, that is forefront."
4239.22,4240.161,That is right there.
4240.421,4244.324,"And when I say he tells the story poorly, I don't merely mean in the words."
4244.424,4245.845,I mean in character archetype.
4246.206,4247.707,I mean in structure of the story.
4250.008,4253.35," And here's the thing, he is a strong visual filmmaker."
4253.65,4260.352,"When the giant tree comes down and ash is raining down, I mean, we all know what that is."
4260.372,4262.713,"I mean, we all know what that seems like."
4262.913,4276.679,"Before we get too far afield here, this is what I'm talking about, that you and I, because the idea of story structure and character arcs and archetypes is higher on the priority list for you, it's gonna rub you more the wrong way."
4276.699,4278.26,"And this is what we're talking about, we can both be right."
4280.669,4289.873," But to me, it's almost like if the film was going to do what you said, part of me is like, man, I wish it had liberated itself from the idea of a story."
4289.993,4293.235,"I wish that it had been more... I mean, I brought up Tree of Life earlier."
4293.255,4299.118,"I wish that it had just been like, we have characters, we have a story,"
4300.057,4310.627, it is the loosest possible thing and we are going to go off on a flight of fancy and just have it be a film all about discovery without having to make it about this other thing.
4310.727,4314.371,"It's almost like, oh Cameron, didn't you realize what you had before you ruined it?"
4314.911,4315.091,Yeah.
4315.472,4318.454,"I don't think he's ever going to be, James Cameron is not an impressionist."
4318.494,4320.156,He's never going to be able to do that.
4320.996,4326.498," Although, I do wonder if someday the technology will advance to the place where you can create a world like, what's it called?"
4326.518,4327.018,Pandora.
4327.078,4327.918,"Pandora, yeah."
4328.078,4330.439,And then just have an improvisational film within it.
4330.779,4331.88,Wouldn't that be wonderful?
4331.96,4334.941,"Because of the way the technology works right now, obviously you have to- Yeah."
4335.201,4337.982,Everything needs to be worked out almost years in advance.
4338.222,4338.862,Yeah.
4339.182,4341.503,"But yeah, that would be wonderful if you could just do things like-"
4342.863,4362.496, i mean that the part my favorite part of avatar is when they tame and then fly the uh... dragons at first that that that first scene uh... it's because it's there are things said in the scene that aren't important at all the scene is totally just about uh... action and movement uh...
4364.697,4384.994," Yeah, I honestly if it had more sort of stuff like that experiencing these Emotions of like new discovery of a new world and new possibilities with your mind and body Which is what was important to me about it if you could have an improvisational tree-of-life type film But with the kind of kineticism no avatar whereas tree of life is a little more elegaic."
4385.354,4386.675,Is that how you that's a word?
4386.715,4391.339,I only read elegiac Because it would be elegy so probably elegiac.
4391.359,4393.2,I don't know anyway
4396.022,4424.799, uh... that would be a better way that film that like uh... it hyper connect but still impressionist version of avatar that i mentioned i had right now is amazing and that's what that's what i would really like to see and and this brings uh... i want to have this bring us back to what we're talking about which is the uh... the ways in which we've changed i honestly believe that five years ago if we were to have this discussion i think i would dismiss avatars terrible which by the way i have
4426.36,4438.846, on more than one lesson when I was left to my own devices and talked about it for an hour and By the end of it wound up going maybe a little too extreme But I don't think I've listened to that one Give it a listen.
4438.986,4442.508,It's a Little rough enough to that.
4442.668,4450.272,I wrote a wrote an apology and then apologized in the next episode as well Because I tend to listen to anything where you discuss movie I've seen
4451.252,4470.199, it's i stand by all the points but my general tone was a little too discussive uh by the way i know i know i've brought this up before um and i don't want to embarrass you but uh people should listen to your toy story three episode okay if they you know people tell you know there are many different ways critically to approach
4472.04,4478.923," a film, you know, formalist, structuralist, but also based on your belief system, feminist, politically, they're all valid."
4479.263,4491.409,"And if you are some sort of, like, too-cool-for-school-hip guy who doesn't think that a Christian approach to interpreting film can be helpful, listen to the Toy Story three episode."
4491.969,4504.419," Because it is a fantastic and fascinating way of looking at that film that I think, even if you're not a Christian, would help you understand or have a new way of understanding the way the story is told and what the parable is."
4504.879,4505.379,"Aw, shucks."
4506.941,4508.942,"I'm pretty sure I've done that before, because I love that episode."
4509.022,4511.244,"I think so, yes, and I appreciate it every time."
4515.982,4544.402, so is so yes with with my avatar so i think i went a little off the rails but i was able i didn't stand by that i said but i stand by the points absolutely my general tone five years ago i'd be like yeah it's awful you know like and i think i think as you get older i just in general but i think again and then that's why you and i would get into a fight about whether mentor was better than the whole drive and i throw a bowl of popcorn and i don't know if it was better but just
4546.306,4574.145, just which one deserved to be nominated for more independent spirit awards literally that's what the argument was yeah and i started still more on drive in my opinion but that's and and the argument that i was making at the time though i did not make it um uh fully it was that independent spirit awards it's the it's an award show just like every other yeah just because it claims to trumpet this thing doesn't mean it's gonna usually it's it's like okay what independent film made the most money
4574.685,4603.895, got it yeah um and so like how do you define independent i mean exactly the the nominations come out this year no they wouldn't know yet but uh oh wait maybe they have stuff like tree of life and take shelter two of my favorite movies of the year can you you know fox searchlight and sony pictures classics can you really call them independent i mean they cost a lot of money yeah and were released by studios even if it was the quote-unquote indie wing
